"Source" "IslandID" "TaxonOrig" "GenusL69" "SpeciesL69" "SubspL69" "SpeciesID" "SubspID" "Sex" "Plumage" "BodyL" "WingL" "TailL" "BeakW" "BeakH" "LBeakL" "UBeakL" "N.UBkL" "TarsusL" "MToeL"
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 162 84 51 16 22 13.5 25.5 "17" 25 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 160 86 53 16.5 21.5 12.5 24.5 "16" 24 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "F" NA 155 81 50 17 22 13 25.5 "16.5" 23 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "F" NA 172 87 57 16.3 22 13 24.5 "17" 25 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 160 82 51 15 20 12 23.3 "15.7" 24 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 160 86 52 15.5 21 11.5 24 "16" 25 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 162 85 50 15.5 21 11.5 23 "15.7" 25 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 158 85 52 15.5 22.5 12.5 25 "17" 25 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "F" NA 163 83 50 16 20 12 23 "16.3" 24 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 160 81 44 15.5 21 12.5 24 "16.3" 24 NA
"Snodgrass & Heller (1904)" "Mrch_Bndl" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 163 81 50 14 19.5 11.5 23 "16.7" 24.3 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 168 80 50 15 21.5 12.5 24 "16.5" 25 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 168 80 47 15 20.3 12 23 "16" 25 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 161 81 45 15 21 12.5 23 "15" 24 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 160 79 50 15 19.5 11.3 22.7 "15" 24.7 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "F" NA 155 77 47 15 19.5 12.5 22.7 "15" 23 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "M" NA 160 78 50 14.5 19.5 11.5 22.7 "16" 23 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Geospiza strenua " "Geospiza" "magnirostris" "strenua" "Geo.mag" "Geo.mag.str" "F" NA 159 77 48 13 18 11 20.5 "15" 23.5 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 130 73 45 7.7 9.7 9 17 "11" 22 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 140 73 47 7.3 10 9 16 "10.7" 23.7 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 145 70.5 44 7 9.3 8.5 16 "10.5" 22 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 148 74 45.5 7.7 9 8.7 16.5 "11" 22 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 145 72 48 7.3 9 9 17 "11.3" 22 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 154 74 48 7.5 9.3 9.5 18 "12" 22 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "F" NA 143 69 45 7.3 9.5 8.7 16 "10.5" 22 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 125 72 44 6.7 9 8.5 16 "10" 22 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 130 74 47 7.3 8.5 8.5 15 "9.7" 22 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 135 72.5 46 7 8 9.5 17 "11.5" 22 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 135 71 49 7.5 9 9 16.5 "11" 22 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "M" NA 143 69 47 7.3 9.3 9 16.5 "11" 23 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "F" NA 137 70 44 7 8.7 9 16.5 "11" 21.5 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "F" NA 140 69 42 7 7.5 8.7 15 "10" 21.5 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "F" NA 122 69 42 7.3 9 8 15 "10" 21 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "F" NA 133 67.5 42 6.7 8 8.7 15.7 "11" 20.7 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "F" NA 130 68 45 7 8.5 8.7 16 "11" 20.7 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "F" NA NA 64 NA 7 8.3 8 16.5 "10.5" 22 NA
"Snodgrass & Heller (1904)" "Wlf_Wnm" "Geospiza septentrionalis " "Geospiza" "difficilis" "septentrionalis" "Geo.dif" "Geo.dif.sep" "F" NA 136 68 43 6.5 9 8.5 16 "10.5" 20 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza scandens scandens" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 142 70 45 8 9.5 11 19 "14" 17.5 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza scandens scandens" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 140 70 44 8 9.7 10 18 "12.5" 21.5 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza scandens scandens" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 152 72.5 45 7.5 10 10 18 "12.5" 21 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza scandens scandens" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "F" NA 146 71 46 8 9.5 10.5 20.5 "14" 20.5 NA
"Snodgrass & Heller (1904)" "Flor_Chrl" "Geospiza scandens scandens" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "F" NA 130 67 43 7.3 8.7 10.3 19 "13.5" 21 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza scandens scandens" "Geospiza" "scandens" "scandens" "Geo.sca" "Geo.sca.sca" "M" NA 140 73 45 8 10 11 19.5 "13.5" 21 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza scandens scandens" "Geospiza" "scandens" "scandens" "Geo.sca" "Geo.sca.sca" "M" NA 136 69 41 7.5 8.7 10.3 18.5 "13" 21 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza scandens scandens" "Geospiza" "scandens" "scandens" "Geo.sca" "Geo.sca.sca" "M" NA 140 68 46 8.3 9.7 11.5 20 "13.7" 22.3 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza scandens scandens" "Geospiza" "scandens" "scandens" "Geo.sca" "Geo.sca.sca" "M" NA 128 71 45 7.5 8 11.3 18 "13" 20 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza scandens scandens" "Geospiza" "scandens" "scandens" "Geo.sca" "Geo.sca.sca" "M" NA 129 70 46 7.3 9.5 10 18 "12.3" 20.7 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza scandens scandens" "Geospiza" "scandens" "scandens" "Geo.sca" "Geo.sca.sca" "M" NA 126 68 47 7.7 9 10 18.5 "13" 20 NA
"Snodgrass & Heller (1904)" "Snti_Jams" "Geospiza scandens scandens" "Geospiza" "scandens" "scandens" "Geo.sca" "Geo.sca.sca" "M" NA 135 70 44 7.5 8.5 11 19 "13.5" 19 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 154 70 44 8 11 11 19 "13.5" 20 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 155 71 41 8 10 11 19 "13" 21 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 140 72.5 43 8.3 10.5 10.7 20 "14" 22 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 150 71 46 8.5 10.5 12 21 "15" 21 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 138 71 41 8.3 10.7 11 20 "14.5" 21.5 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 148 70 42 8.3 11.5 12 21.5 "16" 21.5 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 129 71 41 8 10.5 10.5 18.5 "13" 21.5 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 144 69 39 8 10 11.3 20 "14.5" 21.5 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 147 72 38.5 9 11.3 11.7 20.5 "14.5" 22 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 154 71 44 8.5 10.5 11 20.5 "13.7" 23 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 142 70 44 8 10.3 11.5 21 "14.7" 21.5 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 146 69 42 9 11 11 20 "14" 21.5 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 147 71 39 8.7 10.5 12.5 21.5 "15" 23 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "F" NA 135 69 NA 8.5 10.5 12 21.5 "15" 21.3 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "F" NA 140 68.5 39.5 8.3 10.5 11.5 21 "15" 21.5 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "F" NA 141 65 40 8 10 10.5 19 "13" 21 NA
"Snodgrass & Heller (1904)" "SFe_Brngt" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "F" NA 140 68.5 38.5 7.7 10 11.5 19 "14" 20.5 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 144 71 45 8.5 11 11 21 "14" 21.3 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA NA 67 NA 8 10.5 10 18.5 "12.5" 22 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 146 71 42.5 8.7 11 12.5 22 "16" 22.5 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 145 69 44 8.5 10 12 21 "15" 20 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 148 72 41.5 9 10.3 12 22 "15.7" 22.5 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 150 72.5 42.5 8 9.3 11.5 21 "14" 21.5 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 144 71 43 8 11 11.5 21 "14.7" 21.7 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 145 68 42 7.7 9.5 11.3 20 "13" 21 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 146 68.5 45 8 10 11 20.5 "14" 21 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "M" NA 136 67 42 8 10.3 11.7 20.5 "14.5" 22 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "F" NA 143 70 43 8 10 11 20 "14.5" 20.5 NA
"Snodgrass & Heller (1904)" "Balt_SS" "Geospiza scandens fatigata" "Geospiza" "scandens" "intermedia" "Geo.sca" "Geo.sca.int" "F" NA 148 69.5 41 7.7 10 12 21 "15" 21 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza scandens abingdoni" "Geospiza" "scandens" "abingdoni" "Geo.sca" "Geo.sca.abi" "M" NA 148 71 45 8.3 10.3 11 20.3 "14.3" 21.7 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza scandens abingdoni" "Geospiza" "scandens" "abingdoni" "Geo.sca" "Geo.sca.abi" "M" NA 140 72 44 8.3 10.3 12 21 "14.7" 22.5 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza scandens abingdoni" "Geospiza" "scandens" "abingdoni" "Geo.sca" "Geo.sca.abi" "M" NA 146 72 48 8.5 10 11 20.5 "14.3" 22 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza scandens abingdoni" "Geospiza" "scandens" "abingdoni" "Geo.sca" "Geo.sca.abi" "M" NA 145 72 42 8.5 10 11.3 20 "14.3" 22 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza scandens abingdoni" "Geospiza" "scandens" "abingdoni" "Geo.sca" "Geo.sca.abi" "M" NA 142 71 47 7.7 11 11.5 20 "14" 22 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza scandens abingdoni" "Geospiza" "scandens" "abingdoni" "Geo.sca" "Geo.sca.abi" "F" NA 155 72 46 8.5 11 12 21 "14.5" 22.5 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza scandens abingdoni" "Geospiza" "scandens" "abingdoni" "Geo.sca" "Geo.sca.abi" "F" NA 138 63 39 8.3 10.3 11 19.5 "13.3" 20.5 NA
"Snodgrass & Heller (1904)" "Pnt_Abng" "Geospiza scandens abingdoni" "Geospiza" "scandens" "abingdoni" "Geo.sca" "Geo.sca.abi" "F" NA 140 69 39 8 11 11 20 "14.5" 21 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza scandens rothschildi" "Geospiza" "scandens" "rothschildi" "Geo.sca" "Geo.sca.rot" "M" NA 148 72 45 9.5 12 12 21.5 "15" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza scandens rothschildi" "Geospiza" "scandens" "rothschildi" "Geo.sca" "Geo.sca.rot" "M" NA 141 71 41 8.5 11.5 11.5 20 "14" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza scandens rothschildi" "Geospiza" "scandens" "rothschildi" "Geo.sca" "Geo.sca.rot" "M" NA 147 69 43 9 11.5 12 21.5 "15.5" 23 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza scandens rothschildi" "Geospiza" "scandens" "rothschildi" "Geo.sca" "Geo.sca.rot" "F" NA 152 71 44 9 11.5 11 19.5 "14" 21.7 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza scandens rothschildi" "Geospiza" "scandens" "rothschildi" "Geo.sca" "Geo.sca.rot" "F" NA 140 67 43 8.5 11 10.5 20.5 "14.5" 21.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza scandens rothschildi" "Geospiza" "scandens" "rothschildi" "Geo.sca" "Geo.sca.rot" "F" NA 145 71 40 8 11.5 11 20 "14" 22 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Geospiza scandens rothschildi" "Geospiza" "scandens" "rothschildi" "Geo.sca" "Geo.sca.rot" "F" NA 144 65 38 8 10.5 11 20 "14" 20.5 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza conirostris propinqua" "Geospiza" "conirostris" "propinqua" "Geo.con" "Geo.con.pro" "M" NA 155 76 48 11 14.5 12 21 "14.5" 23 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza conirostris propinqua" "Geospiza" "conirostris" "propinqua" "Geo.con" "Geo.con.pro" "M" NA 145 74 47 10 13 10.5 18.5 "13.5" 23 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza conirostris propinqua" "Geospiza" "conirostris" "propinqua" "Geo.con" "Geo.con.pro" "M" NA 150 73 45 10 13 11 19 "14" 23 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza conirostris propinqua" "Geospiza" "conirostris" "propinqua" "Geo.con" "Geo.con.pro" "M" NA 150 74 42 10.3 14 11.5 21 "15" 22.5 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza conirostris propinqua" "Geospiza" "conirostris" "propinqua" "Geo.con" "Geo.con.pro" "M" NA 155 78 53 11 14.7 11.5 21.5 "15" 24.5 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza conirostris propinqua" "Geospiza" "conirostris" "propinqua" "Geo.con" "Geo.con.pro" "M" NA 140 73 49 10 13 10 20 "13" 24 NA
"Snodgrass & Heller (1904)" "Gnov_Twr" "Geospiza conirostris propinqua" "Geospiza" "conirostris" "propinqua" "Geo.con" "Geo.con.pro" "M" NA 146 76 45 10 13 11 21 "14" 22 NA
"Snodgrass & Heller (1904)" "Drwn_Clp" "Geospiza conirostris propinqua" "Geospiza" "conirostris" "darwini" "Geo.con" "Geo.con.dar" "M" NA 160 77 51 10 14 10.5 20 "13.5" 24 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 135 77 43 12 16 12 21.5 "15" 23 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 142 76 44 11 15 11.5 22 "15" 21 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 147 72 45 11.7 16.5 12 21.7 "15.5" 22 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 160 78.5 47 13.5 18 14 24 "17.5" 24.3 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 158 78 45 12 16.5 12.5 23 "16.3" 23 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 155 81.5 51 13 18.5 13 23 "16" 22.5 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 151 80 45.5 10.7 15.5 11.5 23.5 "15" 23 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 142 77.5 40 11 16 12 22 "15.5" 22 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 155 78 47 12 16.5 11.5 22 "15" 23 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 150 76 44 11.7 17 12 21.5 "15.3" 23.5 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 152 80 47.5 12 16 11.5 22.5 "15.7" 21.5 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 142 77 43 11.7 16.5 12.5 22.5 "16" 22 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 145 76 44 12 16.5 11.3 22 "16.5" 21.5 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA NA 68 NA 10 13 10.5 19 "13" 22 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "M" NA 153 78 47 10.7 15.5 11.5 21.5 "15" 23 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "F" NA 140 74 38 11.5 15.7 12 21 "15" 20 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "F" NA 149 72 46 12 16 12.5 22 "16" 22 NA
"Snodgrass & Heller (1904)" "Esp_Hd" "Geospiza conirostris conirostris" "Geospiza" "conirostris" "conirostris" "Geo.con" "Geo.con.con" "F" NA 145 76 46 12 16 12 22 "14.7" 22 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 110 55 37 NA NA NA 11 "7.3" 18 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 110 51 35 NA NA NA 10.5 "7.5" 20.5 NA
"Snodgrass & Heller (1904)" "Frn_Nrb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 111 51 36 NA NA NA 11 "7.7" 20.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 109 51 35 NA NA NA 11 "7.3" 19.5 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 111 52 40 NA NA NA 11 "7.5" 20 NA
"Snodgrass & Heller (1904)" "Isa_Alb" "Certhidea olivacea olivacea" "Certhidea" "olivacea" "olivacea" "Cer.oli" "Cer.oli.oli" "M" NA 108 54 40 NA NA NA 11 "7.7" 20 NA
